id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
11868,Viman Nagar,1695,3,3,1991,1,13246914
11869,Hinjewadi,1305,3,2,2011,1,8052312
11870,Pimpri-Chinchwad,1882,4,4,1990,1,11222708
11871,Hinjewadi,691,1,2,1990,0,3453795
11872,Pimpri-Chinchwad,2232,4,3,1995,1,13446993
11873,Pimpri-Chinchwad,1578,3,2,2007,1,9708765
11874,Viman Nagar,3255,5,4,2023,1,29448984
11875,Koregaon Park,1027,2,2,2015,1,12349708
11876,Pimpri-Chinchwad,635,1,2,2018,0,4459021
11877,Koregaon Park,1653,3,2,1992,1,18464556
11878,Koregaon Park,2513,4,3,2014,1,28853756
11879,Kalyani Nagar,1364,3,3,2004,1,13436617
11880,Kalyani Nagar,956,2,2,1991,1,9075484
11881,Viman Nagar,1529,3,3,2024,1,14483634
11882,Pimpri-Chinchwad,2356,4,4,2015,1,15848098
11883,Koregaon Park,2997,5,4,2004,1,33121704
11884,Kalyani Nagar,513,1,2,2011,0,5514345
11885,Pimpri-Chinchwad,2830,5,4,2011,1,18029058
11886,Hinjewadi,1963,4,3,2016,1,12241358
11887,Viman Nagar,592,1,1,2020,1,5161313
11888,Koregaon Park,3590,5,4,1997,1,39690552
11889,Hinjewadi,3941,5,5,1996,1,20007559
11890,Kalyani Nagar,710,1,2,2012,0,7335938
11891,Pimpri-Chinchwad,619,1,2,2004,0,4025656
11892,Pimpri-Chinchwad,2040,4,3,2020,1,14177566
11893,Koregaon Park,3635,5,4,2003,1,39310999
11894,Hinjewadi,1113,2,2,2025,1,7195845
11895,Viman Nagar,2332,4,4,2022,1,21351281
11896,Hinjewadi,1866,4,4,2007,1,11239955
11897,Hinjewadi,1961,4,4,2009,1,11848904
11898,Koregaon Park,3990,5,5,2007,1,46707586
11899,Koregaon Park,2702,5,5,2004,1,30139958
11900,Hinjewadi,679,1,2,1993,1,3700352
11901,Kalyani Nagar,570,1,1,2015,0,6023908
11902,Kalyani Nagar,1341,3,2,1994,1,12764574
11903,Pimpri-Chinchwad,705,1,1,2018,0,4653741
11904,Pimpri-Chinchwad,1142,2,2,2020,0,7573536
11905,Kalyani Nagar,926,2,2,2006,1,9673481
11906,Kalyani Nagar,532,1,2,1994,0,5044263
11907,Kalyani Nagar,1820,4,3,2002,1,18388406
11908,Koregaon Park,715,1,2,2002,1,7969088
11909,Hinjewadi,803,2,2,2026,1,5659787
11910,Kalyani Nagar,1971,4,3,1991,1,17380376
11911,Koregaon Park,3102,5,4,2013,1,35695742
11912,Hinjewadi,4132,5,5,2014,1,23255526
11913,Viman Nagar,1255,3,3,1991,1,9936443
11914,Koregaon Park,630,1,1,2024,1,8125276
11915,Kalyani Nagar,1632,3,3,2010,1,16638051
11916,Koregaon Park,1536,3,3,2023,1,20600168
11917,Hinjewadi,1334,3,2,1995,1,6932831
11918,Viman Nagar,1482,3,3,1996,1,11170815
11919,Viman Nagar,1532,3,2,2020,0,12851132
11920,Pimpri-Chinchwad,3018,5,5,2018,1,19728019
11921,Koregaon Park,1135,2,2,2003,0,13529981
11922,Hinjewadi,2132,4,3,2011,1,11984363
11923,Koregaon Park,880,2,2,1995,1,10220575
11924,Hinjewadi,1331,3,3,1997,1,7115253
11925,Koregaon Park,1143,2,2,1995,1,12100163
11926,Koregaon Park,538,1,2,2016,0,6580520
11927,Viman Nagar,3700,5,4,2024,1,31220972
11928,Koregaon Park,617,1,2,2001,0,7113512
11929,Kalyani Nagar,2570,4,4,1997,1,24502600
11930,Pimpri-Chinchwad,1687,3,3,2020,1,11793443
11931,Kalyani Nagar,615,1,1,2010,0,6419144
11932,Hinjewadi,870,2,2,1991,1,4688375
11933,Kalyani Nagar,1021,2,2,1991,0,9220713
11934,Kalyani Nagar,2044,4,3,1995,1,19450572
11935,Kalyani Nagar,642,1,1,1993,0,5619917
11936,Viman Nagar,1497,3,2,2018,1,12655620
11937,Viman Nagar,1106,2,2,2021,1,9749535
11938,Pimpri-Chinchwad,618,1,1,2000,0,3688257
11939,Hinjewadi,712,1,2,1997,0,3693161
11940,Hinjewadi,2437,4,4,1999,1,12677002
11941,Pimpri-Chinchwad,2192,4,4,2024,1,15089225
11942,Hinjewadi,2238,4,4,2006,1,12154352
11943,Viman Nagar,1212,3,3,1991,1,9149745
11944,Kalyani Nagar,2424,4,4,2014,0,25729676
11945,Hinjewadi,1048,2,2,2022,0,6381460
11946,Koregaon Park,894,2,2,2023,0,11684221
11947,Pimpri-Chinchwad,1105,2,2,1992,0,6401066
11948,Kalyani Nagar,1690,3,3,2010,1,16738717
11949,Kalyani Nagar,4193,5,5,2015,1,40809261
11950,Hinjewadi,848,2,2,2020,0,5403456
11951,Viman Nagar,553,1,1,2003,0,4497636
11952,Viman Nagar,728,1,2,2001,0,5509336
11953,Koregaon Park,992,2,2,2012,1,11655573
11954,Viman Nagar,2387,4,4,2022,1,20283041
11955,Pimpri-Chinchwad,948,2,2,2009,0,6334754
11956,Pimpri-Chinchwad,736,1,2,1996,1,4588292
11957,Hinjewadi,1955,4,3,2005,1,10722136
11958,Kalyani Nagar,663,1,2,2006,0,6576813
11959,Pimpri-Chinchwad,866,2,2,2019,0,5850069
11960,Hinjewadi,3909,5,4,1997,1,19487142
11961,Kalyani Nagar,3767,5,5,1992,1,33278965
11962,Hinjewadi,1354,3,3,1995,1,7604929
11963,Hinjewadi,3246,5,5,1991,1,16556168
11964,Viman Nagar,516,1,1,2016,0,4571787
11965,Koregaon Park,1306,3,2,2008,1,15741640
11966,Hinjewadi,959,2,2,1998,0,5210418
11967,Hinjewadi,4142,5,4,2011,1,21948788
11968,Viman Nagar,3041,5,5,2005,1,23472592
11969,Kalyani Nagar,2541,4,4,2004,1,23785138
11970,Koregaon Park,2283,4,4,1994,0,23908666
11971,Pimpri-Chinchwad,1565,3,2,1990,1,9389220
11972,Pimpri-Chinchwad,1303,3,3,1996,0,7893035
11973,Hinjewadi,1504,3,2,2014,1,9253587
11974,Pimpri-Chinchwad,899,2,2,1990,0,5319641
11975,Koregaon Park,1583,3,3,2021,1,19885186
11976,Viman Nagar,2707,5,4,2024,0,22612469
11977,Koregaon Park,733,1,2,2018,0,8755830
11978,Hinjewadi,1238,3,3,1990,0,6639371
11979,Pimpri-Chinchwad,2241,4,4,2009,1,14584318
11980,Hinjewadi,1102,2,2,2015,1,6813123
11981,Pimpri-Chinchwad,604,1,2,2015,0,4201222
11982,Kalyani Nagar,1024,2,2,2014,1,10680010
11983,Hinjewadi,1134,2,2,1997,0,5721317
11984,Kalyani Nagar,4186,5,5,2014,1,41204889
11985,Hinjewadi,1660,3,2,2002,1,9109312
11986,Viman Nagar,2510,4,4,2004,1,20601437
11987,Hinjewadi,990,2,2,2011,0,5443858
11988,Koregaon Park,3293,5,5,1996,1,36681550
11989,Pimpri-Chinchwad,914,2,2,2002,0,5622880
11990,Viman Nagar,1496,3,3,2006,1,12223233
11991,Hinjewadi,3916,5,5,1991,1,18720326
11992,Kalyani Nagar,3104,5,5,2013,1,30527185
11993,Hinjewadi,813,2,2,2021,0,5262365
11994,Koregaon Park,678,1,1,2011,0,7944728
11995,Viman Nagar,2769,5,4,2021,1,24912247
11996,Pimpri-Chinchwad,905,2,2,2016,1,6323365
11997,Pimpri-Chinchwad,729,1,1,1998,0,4016648
11998,Kalyani Nagar,1414,3,2,2015,0,14260711
11999,Hinjewadi,1817,4,3,2013,1,10535053
12000,Viman Nagar,1519,3,3,2018,0,13076944
12001,Hinjewadi,2106,4,4,2019,1,12295326
12002,Viman Nagar,1865,4,4,2002,1,14514450
12003,Pimpri-Chinchwad,824,2,2,2019,1,5866972
12004,Pimpri-Chinchwad,744,1,1,1998,1,4465786
12005,Hinjewadi,939,2,2,2025,1,6045379
12006,Koregaon Park,1142,2,2,2013,0,14368901
12007,Viman Nagar,1669,3,2,2009,1,13266823
12008,Viman Nagar,3620,5,4,1990,1,25701490
12009,Hinjewadi,678,1,1,2019,0,3856254
12010,Pimpri-Chinchwad,2963,5,4,1994,1,16832359
12011,Koregaon Park,713,1,1,2013,0,8354227
12012,Kalyani Nagar,645,1,1,2026,0,7212835
12013,Viman Nagar,2307,4,3,2011,1,18436013
12014,Koregaon Park,1255,3,3,2012,1,15451215
12015,Viman Nagar,812,2,2,2017,1,7753625
12016,Viman Nagar,3042,5,4,2001,1,24692223
12017,Viman Nagar,1221,3,3,2017,1,10581534
12018,Pimpri-Chinchwad,2983,5,4,2015,1,19164307
12019,Pimpri-Chinchwad,1501,3,3,2016,0,9952420
12020,Kalyani Nagar,1213,3,3,2012,1,12614321
12021,Hinjewadi,550,1,2,1990,1,3218727
12022,Pimpri-Chinchwad,1091,2,2,2010,0,6943899
12023,Viman Nagar,926,2,2,1996,0,7299265
12024,Koregaon Park,2022,4,4,2019,0,24208678
12025,Hinjewadi,572,1,2,2000,0,3196876
12026,Koregaon Park,1395,3,2,2026,1,18996058
12027,Kalyani Nagar,674,1,1,2016,0,6784647
12028,Pimpri-Chinchwad,910,2,2,1990,0,5410187
12029,Kalyani Nagar,1463,3,3,1997,1,14612002
12030,Viman Nagar,2333,4,3,1998,0,17250519
12031,Kalyani Nagar,1992,4,4,2005,1,18928661
12032,Kalyani Nagar,832,2,2,1996,0,8001657
12033,Viman Nagar,938,2,2,2004,0,7878657
12034,Koregaon Park,3040,5,5,1994,1,32760097
12035,Hinjewadi,2030,4,3,2008,1,12077002
12036,Hinjewadi,1036,2,2,2020,1,6367038
12037,Viman Nagar,568,1,1,2017,0,5039685
12038,Hinjewadi,2395,4,4,2006,1,13492281
12039,Kalyani Nagar,1097,2,2,1999,0,10535212
12040,Viman Nagar,824,2,2,2013,1,7140307
12041,Viman Nagar,598,1,1,2025,0,5439456
12042,Hinjewadi,881,2,2,2003,1,5249316
12043,Koregaon Park,955,2,2,1998,1,10838670
12044,Kalyani Nagar,2309,4,4,1995,1,22430523
12045,Koregaon Park,2239,4,4,2015,1,28652505
12046,Pimpri-Chinchwad,544,1,1,2006,0,3463121
12047,Viman Nagar,1302,3,3,2014,0,11193330
12048,Viman Nagar,1125,2,2,2007,1,9027423
12049,Kalyani Nagar,1547,3,2,1991,1,13905018
12050,Pimpri-Chinchwad,2259,4,4,2013,1,15190885
12051,Koregaon Park,3804,5,4,2022,1,48783891
12052,Pimpri-Chinchwad,4103,5,4,2004,1,23280094
12053,Viman Nagar,1651,3,3,2025,0,14185436
12054,Kalyani Nagar,1022,2,2,1991,1,9368780
12055,Kalyani Nagar,1542,3,3,2002,1,14511603
12056,Viman Nagar,631,1,1,2019,1,5332317
12057,Viman Nagar,2523,4,4,1998,1,19136511
12058,Hinjewadi,2769,5,4,2014,1,16421874
12059,Koregaon Park,3698,5,4,2010,1,42377725
12060,Pimpri-Chinchwad,601,1,2,2016,1,4240802
12061,Kalyani Nagar,1294,3,2,2007,1,12711759
12062,Hinjewadi,3255,5,5,2002,1,18135062
12063,Viman Nagar,865,2,2,2014,1,7781669
12064,Viman Nagar,1150,2,2,2022,1,10406972
12065,Kalyani Nagar,1896,4,3,1991,1,18090083
12066,Pimpri-Chinchwad,618,1,1,2003,0,3656134
12067,Koregaon Park,589,1,1,2006,1,7047760
12068,Koregaon Park,2524,4,3,1995,1,26783340
12069,Kalyani Nagar,1954,4,3,1994,1,18540051
12070,Pimpri-Chinchwad,3453,5,4,2008,1,20554309
12071,Koregaon Park,631,1,2,1991,0,6552826
12072,Hinjewadi,1425,3,3,2020,1,9117280
12073,Viman Nagar,3765,5,5,1996,1,27429360
12074,Hinjewadi,506,1,2,2020,0,3146412
12075,Pimpri-Chinchwad,3773,5,5,1992,1,21256104
12076,Kalyani Nagar,2907,5,5,2012,1,28161461
12077,Pimpri-Chinchwad,534,1,2,2011,0,3453709
12078,Hinjewadi,677,1,2,2023,0,4268083
12079,Pimpri-Chinchwad,3365,5,4,2020,1,21992151
12080,Hinjewadi,1503,3,2,2020,1,9438808
12081,Koregaon Park,601,1,2,2021,0,7994443
12082,Koregaon Park,709,1,2,2002,0,7666722
12083,Viman Nagar,502,1,2,2004,0,4292602
12084,Pimpri-Chinchwad,1918,4,4,2026,1,13159702
12085,Kalyani Nagar,590,1,1,2026,1,6625187
12086,Viman Nagar,837,2,2,2004,1,7390667
12087,Viman Nagar,624,1,2,2001,0,4907979
12088,Koregaon Park,3460,5,4,1990,1,37427734
12089,Viman Nagar,2497,4,3,2002,1,18741121
12090,Hinjewadi,2332,4,3,2017,1,12922461
12091,Viman Nagar,1431,3,2,2001,1,11405894
12092,Pimpri-Chinchwad,2074,4,3,2015,1,14356365
12093,Viman Nagar,1465,3,3,2013,1,13026815
12094,Koregaon Park,1891,4,4,2023,1,24606648
12095,Viman Nagar,4024,5,4,1992,1,28707396
12096,Pimpri-Chinchwad,3950,5,4,2012,0,23684029
12097,Hinjewadi,621,1,1,2014,0,3619391
12098,Pimpri-Chinchwad,512,1,2,2008,1,3723689
12099,Kalyani Nagar,2277,4,4,2014,0,23426722
12100,Kalyani Nagar,2449,4,4,2018,1,26403068
12101,Viman Nagar,1208,3,2,2007,1,10047540
12102,Pimpri-Chinchwad,1111,2,2,2008,1,7339747
12103,Pimpri-Chinchwad,513,1,2,2014,1,3714042
12104,Kalyani Nagar,1629,3,3,1995,0,14357836
12105,Kalyani Nagar,1544,3,2,1990,1,14512332
12106,Kalyani Nagar,975,2,2,2000,0,9814320
12107,Hinjewadi,1651,3,3,2017,1,9430000
12108,Pimpri-Chinchwad,1006,2,2,1992,1,6016152
12109,Koregaon Park,1531,3,2,2010,1,17839208
12110,Pimpri-Chinchwad,1135,2,2,1997,0,6975281
12111,Kalyani Nagar,2973,5,4,2017,0,31989188
12112,Koregaon Park,1949,4,4,2019,1,25361505
12113,Hinjewadi,2594,4,4,1991,1,12582319
12114,Pimpri-Chinchwad,1960,4,3,1990,1,11643304
12115,Pimpri-Chinchwad,3681,5,4,2012,1,22885219
12116,Koregaon Park,1596,3,3,2026,1,20353650
12117,Hinjewadi,2591,4,4,2018,1,14973932
12118,Hinjewadi,2567,4,3,2024,1,15845573
12119,Pimpri-Chinchwad,978,2,2,2022,1,6904788
12120,Koregaon Park,1066,2,2,1994,1,11340123
12121,Koregaon Park,1022,2,2,1995,1,11870966
12122,Pimpri-Chinchwad,1359,3,3,2014,1,9143799
12123,Kalyani Nagar,744,1,2,2021,1,8210499
12124,Kalyani Nagar,649,1,2,1991,0,6059686
12125,Viman Nagar,1439,3,3,2000,1,11748679
12126,Koregaon Park,858,2,2,2009,0,10036515
12127,Kalyani Nagar,2003,4,3,2025,1,21722499
12128,Kalyani Nagar,715,1,1,2023,0,7564009
12129,Koregaon Park,1047,2,2,2015,0,12628063
12130,Koregaon Park,3313,5,5,1992,1,34558107
12131,Kalyani Nagar,2827,5,4,1990,1,26097555
12132,Hinjewadi,1405,3,2,2009,1,7999093
12133,Viman Nagar,2219,4,3,2008,1,18478903
12134,Kalyani Nagar,646,1,2,2011,0,6558869
12135,Viman Nagar,3487,5,4,2025,1,29458641
12136,Hinjewadi,1078,2,2,2010,1,6275320
12137,Kalyani Nagar,1464,3,2,1999,0,14458180
12138,Koregaon Park,2269,4,4,2000,1,26353956
12139,Hinjewadi,613,1,1,1998,0,3013512
12140,Hinjewadi,3326,5,4,2011,1,17636859
12141,Viman Nagar,1654,3,3,2009,0,13073743
12142,Hinjewadi,2300,4,3,2010,0,12095563
12143,Viman Nagar,1542,3,3,2012,1,13586698
12144,Pimpri-Chinchwad,1875,4,4,2017,1,12914573
12145,Viman Nagar,2358,4,4,1995,1,18092443
12146,Viman Nagar,539,1,2,2017,0,4898448
12147,Kalyani Nagar,3324,5,5,1997,1,31671895
12148,Hinjewadi,1604,3,2,1994,1,8099516
12149,Hinjewadi,989,2,2,2018,1,5866297
12150,Viman Nagar,981,2,2,1991,0,7583366
12151,Koregaon Park,3961,5,5,2017,1,46507558
12152,Pimpri-Chinchwad,595,1,1,1998,0,3556672
12153,Pimpri-Chinchwad,2849,5,4,2008,1,18530146
12154,Viman Nagar,3162,5,4,2010,1,24983799
12155,Koregaon Park,1658,3,2,2003,1,19470570
12156,Hinjewadi,1611,3,2,1990,0,7621336
12157,Kalyani Nagar,1064,2,2,1997,0,10390040
12158,Pimpri-Chinchwad,666,1,1,2007,0,4053737
12159,Pimpri-Chinchwad,3159,5,5,1999,1,18361778
12160,Pimpri-Chinchwad,2295,4,4,2008,1,14007567
12161,Pimpri-Chinchwad,4000,5,5,2025,1,27311073
12162,Koregaon Park,724,1,2,2025,0,9009884
12163,Pimpri-Chinchwad,1568,3,3,1994,1,9750638
12164,Viman Nagar,508,1,2,2013,0,4220715
12165,Viman Nagar,3487,5,4,2000,1,26752111
12166,Viman Nagar,2470,4,3,2024,1,22244384
12167,Kalyani Nagar,2162,4,4,2007,1,22575029
12168,Koregaon Park,1630,3,3,2021,1,21289828
12169,Hinjewadi,827,2,2,2016,1,5506713
12170,Kalyani Nagar,1385,3,2,2010,1,14877850
12171,Pimpri-Chinchwad,2598,4,3,1998,1,14478199
12172,Viman Nagar,3697,5,5,1996,1,26297296
12173,Viman Nagar,3649,5,5,2022,1,32221457
12174,Kalyani Nagar,3995,5,5,2010,1,40714255
12175,Kalyani Nagar,2435,4,3,2020,1,24712329
12176,Hinjewadi,3721,5,4,1998,0,18206033
12177,Hinjewadi,1312,3,3,2002,1,7324392
12178,Hinjewadi,555,1,1,2026,0,3358719
12179,Kalyani Nagar,1669,3,2,2010,1,16371573
12180,Viman Nagar,999,2,2,1998,1,7700241
12181,Kalyani Nagar,920,2,2,2013,0,9196182
12182,Koregaon Park,987,2,2,1993,1,10597292
12183,Viman Nagar,2098,4,4,1996,1,15775455
12184,Hinjewadi,1506,3,3,2015,0,8428310
12185,Kalyani Nagar,1058,2,2,2015,1,10708719
12186,Pimpri-Chinchwad,3270,5,5,1997,1,19366689
12187,Kalyani Nagar,3755,5,5,1996,1,34119338
12188,Pimpri-Chinchwad,1119,2,2,2018,1,7399458
12189,Pimpri-Chinchwad,3102,5,4,2026,1,21033294
12190,Hinjewadi,1649,3,3,1990,1,8722716
12191,Viman Nagar,1908,4,3,2000,1,15127792
12192,Pimpri-Chinchwad,1506,3,3,2024,1,11057779
12193,Hinjewadi,1487,3,3,2009,1,9025716
12194,Pimpri-Chinchwad,1423,3,3,1998,1,8525630
12195,Viman Nagar,3552,5,5,2002,1,28633024
12196,Koregaon Park,3136,5,4,1996,1,33981572
12197,Hinjewadi,2267,4,4,1990,1,11645654
12198,Pimpri-Chinchwad,818,2,2,2023,0,5932862
12199,Viman Nagar,842,2,2,2018,0,7754414
12200,Viman Nagar,614,1,1,2006,0,5070194
12201,Koregaon Park,3527,5,5,2023,1,45847265
12202,Viman Nagar,1597,3,2,2024,1,14478208
12203,Viman Nagar,1601,3,3,2017,1,13974317
12204,Viman Nagar,1318,3,3,2002,1,11041147
12205,Hinjewadi,2914,5,4,2002,1,16078146
12206,Pimpri-Chinchwad,1006,2,2,2012,1,6724351
12207,Pimpri-Chinchwad,1604,3,2,2023,1,11117902
12208,Pimpri-Chinchwad,2233,4,4,1994,1,12563368
12209,Viman Nagar,1678,3,3,1993,1,12542669
12210,Koregaon Park,2171,4,3,2025,1,27798723
12211,Pimpri-Chinchwad,1442,3,3,2008,1,9892975
12212,Pimpri-Chinchwad,819,2,2,2020,1,5982013
12213,Pimpri-Chinchwad,619,1,2,2026,1,4516983
12214,Viman Nagar,1100,2,2,2021,0,9372458
12215,Koregaon Park,2763,5,5,2017,1,33895308
12216,Kalyani Nagar,4083,5,5,2013,1,41466572
12217,Hinjewadi,2193,4,3,2022,1,13016126
12218,Hinjewadi,1402,3,3,2026,1,8752712
12219,Kalyani Nagar,815,2,2,2023,0,9360722
12220,Pimpri-Chinchwad,1579,3,2,2000,1,9348835
12221,Hinjewadi,1849,4,4,2012,1,10792249
12222,Hinjewadi,1617,3,2,1997,0,8051960
12223,Pimpri-Chinchwad,702,1,2,2017,0,4602307
12224,Kalyani Nagar,1058,2,2,2003,1,10715813
12225,Viman Nagar,3199,5,4,2019,1,25974187
12226,Hinjewadi,2457,4,3,1998,1,12673590
12227,Kalyani Nagar,1656,3,3,2012,0,16170832
12228,Viman Nagar,535,1,1,1994,0,3920396
12229,Kalyani Nagar,553,1,1,2025,0,5799746
12230,Hinjewadi,712,1,1,2016,0,3925380
12231,Hinjewadi,1566,3,2,2010,1,8997242
12232,Viman Nagar,1970,4,4,1990,1,15290730
12233,Hinjewadi,2226,4,3,2022,1,13848918
12234,Pimpri-Chinchwad,1322,3,2,1997,1,7892303
12235,Koregaon Park,716,1,2,2018,0,8724754
12236,Viman Nagar,806,2,2,1999,0,6416362
12237,Hinjewadi,2545,4,3,2000,1,13957218
12238,Pimpri-Chinchwad,1611,3,3,2012,1,10559196
12239,Koregaon Park,696,1,1,2010,1,8620048
12240,Koregaon Park,573,1,2,2011,1,6844915
12241,Viman Nagar,547,1,1,2004,0,4339066
12242,Pimpri-Chinchwad,1015,2,2,2000,1,6440147
12243,Kalyani Nagar,560,1,2,2017,0,5711924
12244,Koregaon Park,2059,4,4,1990,1,21837555
12245,Hinjewadi,2708,5,5,2019,1,15583085
12246,Pimpri-Chinchwad,1520,3,3,2014,1,9941117
12247,Hinjewadi,1039,2,2,2008,0,5790125
12248,Viman Nagar,684,1,2,2013,0,5667730
12249,Viman Nagar,3717,5,5,2012,1,30393493
12250,Kalyani Nagar,971,2,2,2003,0,9823941
12251,Koregaon Park,3125,5,4,2009,1,36693022
12252,Pimpri-Chinchwad,1477,3,2,2004,0,8791697
12253,Viman Nagar,2561,4,4,2021,1,21437941
12254,Koregaon Park,2878,5,5,2004,1,33144858
12255,Kalyani Nagar,3609,5,5,2004,1,33368168
12256,Kalyani Nagar,1001,2,2,2003,1,10027894
12257,Hinjewadi,562,1,2,2010,0,3390291
12258,Koregaon Park,894,2,2,2021,1,11112511
12259,Kalyani Nagar,2016,4,3,2024,1,20951541
12260,Kalyani Nagar,4186,5,4,2024,1,44369535
12261,Hinjewadi,1845,4,4,2012,1,10839308
12262,Pimpri-Chinchwad,3159,5,4,2025,1,21469034
12263,Kalyani Nagar,892,2,2,2011,0,8803642
12264,Pimpri-Chinchwad,546,1,1,2024,0,3821171
12265,Kalyani Nagar,3370,5,4,2023,1,36726414
12266,Kalyani Nagar,616,1,1,2009,0,5906914
12267,Koregaon Park,2140,4,4,2016,1,25530463
12268,Kalyani Nagar,3464,5,5,2006,1,34628439
12269,Hinjewadi,2167,4,4,2019,1,12731380
12270,Koregaon Park,940,2,2,2007,0,11438704
12271,Viman Nagar,581,1,2,2020,0,5308978
12272,Hinjewadi,525,1,2,1995,0,2919971
12273,Viman Nagar,3851,5,4,2008,1,29108067
12274,Kalyani Nagar,542,1,2,1991,0,4826095
12275,Kalyani Nagar,606,1,2,2001,1,6307108
12276,Koregaon Park,2943,5,4,2002,1,33300626
12277,Koregaon Park,1218,3,3,2023,1,16774505
12278,Pimpri-Chinchwad,737,1,1,2010,0,4612044
12279,Hinjewadi,633,1,2,2013,1,3859004
12280,Viman Nagar,905,2,2,1994,0,7165988
12281,Pimpri-Chinchwad,688,1,1,2008,1,4329039
12282,Pimpri-Chinchwad,4170,5,5,2012,1,25389020
12283,Pimpri-Chinchwad,2547,4,3,2014,1,16524831
12284,Koregaon Park,617,1,1,2021,0,7561167
12285,Hinjewadi,940,2,2,2016,1,5629678
12286,Pimpri-Chinchwad,1649,3,3,2004,1,10828494
12287,Hinjewadi,570,1,2,1994,0,3082322
12288,Koregaon Park,4081,5,5,2026,1,52211373
12289,Hinjewadi,2999,5,4,2025,1,18215610
12290,Kalyani Nagar,4071,5,5,1997,1,38870196
12291,Hinjewadi,677,1,2,1992,1,3614201
12292,Kalyani Nagar,1471,3,2,1992,1,13963545
12293,Kalyani Nagar,1446,3,3,2020,1,16206422
12294,Pimpri-Chinchwad,644,1,1,2005,0,3999830
12295,Pimpri-Chinchwad,1987,4,4,2005,1,12182463
12296,Hinjewadi,2736,5,5,2009,0,15917497
12297,Koregaon Park,1634,3,3,1991,0,18137090
12298,Viman Nagar,1571,3,2,2000,1,12655200
12299,Viman Nagar,525,1,1,2018,0,4320418
12300,Kalyani Nagar,2291,4,4,2012,1,23715585
12301,Koregaon Park,1370,3,2,1993,1,15400085
12302,Pimpri-Chinchwad,1285,3,3,2012,1,8533454
12303,Kalyani Nagar,551,1,1,2017,0,5659721
12304,Pimpri-Chinchwad,1495,3,2,2000,0,8605327
12305,Viman Nagar,1939,4,4,2000,0,14656856
12306,Kalyani Nagar,664,1,2,1999,0,6391448
12307,Koregaon Park,1398,3,2,2001,1,15643401
12308,Kalyani Nagar,592,1,1,2006,0,5683005
12309,Kalyani Nagar,2917,5,5,1990,1,27433168
12310,Hinjewadi,553,1,2,2010,0,3287782
12311,Kalyani Nagar,670,1,1,2015,0,6952066
12312,Kalyani Nagar,1852,4,3,2012,1,20074001
12313,Koregaon Park,541,1,1,2003,0,6370998
12314,Kalyani Nagar,2870,5,5,2009,1,29844195
12315,Koregaon Park,1606,3,3,2020,1,21066814
12316,Koregaon Park,2989,5,5,2011,1,35850962
12317,Hinjewadi,4164,5,4,2006,1,21480061
12318,Koregaon Park,1509,3,3,1995,0,16400781
12319,Viman Nagar,828,2,2,2023,1,8069839
12320,Pimpri-Chinchwad,3924,5,4,1996,1,23251925
12321,Kalyani Nagar,1565,3,3,2002,1,15409242
12322,Kalyani Nagar,3601,5,5,2018,1,38462111
12323,Viman Nagar,2536,4,4,2025,1,23124172
12324,Koregaon Park,4051,5,5,2012,1,48851582
12325,Hinjewadi,2941,5,5,1996,1,15243743
12326,Viman Nagar,871,2,2,2011,1,7848493
12327,Viman Nagar,2333,4,3,2024,1,21004785
12328,Viman Nagar,1079,2,2,1996,0,8375557
12329,Pimpri-Chinchwad,809,2,2,2012,1,5835820
12330,Kalyani Nagar,680,1,1,2003,0,6675479
12331,Kalyani Nagar,1040,2,2,2004,0,10506469
12332,Kalyani Nagar,1835,4,3,2026,1,20493292
12333,Hinjewadi,1034,2,2,2019,0,6056109
12334,Hinjewadi,1533,3,3,2015,1,9154969
12335,Hinjewadi,2456,4,4,2013,1,14713430
12336,Pimpri-Chinchwad,1610,3,2,1999,1,9624924
12337,Pimpri-Chinchwad,1598,3,2,2019,1,10453094
12338,Koregaon Park,685,1,1,1998,0,7652735
12339,Hinjewadi,2516,4,3,1999,1,12491614
12340,Pimpri-Chinchwad,2794,5,5,1997,1,16197649
12341,Hinjewadi,576,1,1,1995,0,3006248
12342,Hinjewadi,1820,4,4,1991,1,9844106
12343,Hinjewadi,1001,2,2,2024,1,6590522
12344,Hinjewadi,2510,4,3,1992,1,12291078
12345,Koregaon Park,599,1,2,2006,0,7049939
12346,Viman Nagar,1022,2,2,2023,0,9337901
12347,Koregaon Park,1139,2,2,2024,1,15398995
12348,Viman Nagar,4113,5,4,1997,1,30385251
12349,Hinjewadi,2476,4,4,1996,1,13079598
12350,Hinjewadi,988,2,2,2003,0,5660633
12351,Pimpri-Chinchwad,3403,5,5,2026,1,24178311
12352,Hinjewadi,842,2,2,2018,0,4971092
12353,Koregaon Park,517,1,2,2021,1,7208706
12354,Hinjewadi,591,1,2,2004,0,3249927
12355,Kalyani Nagar,718,1,2,1990,0,6722946
12356,Hinjewadi,598,1,2,2011,0,3353974
12357,Viman Nagar,3975,5,5,2000,1,29609629
12358,Pimpri-Chinchwad,3019,5,4,2022,1,21095473
12359,Pimpri-Chinchwad,1522,3,2,2010,1,9491450
12360,Koregaon Park,1820,4,4,2015,1,22569067
12361,Hinjewadi,3696,5,5,2022,1,22222049
12362,Koregaon Park,2952,5,5,1992,1,32681795
12363,Koregaon Park,1555,3,3,2012,1,18277573
12364,Hinjewadi,1867,4,3,1996,1,10448647
